fTagOrder	excerpt	duration	kind	text
90	TG2015_S04_F09	2:12	Question	Could you talk about how to manage doubt when it arises?
110	Metta2008_S02_F09	7:19	Question	Could you talk more about working with the hindrance of doubt?
120	Metta2008_S04_F11	4:56	Question	It's been so helpful to hear stories from your own experience. Coul...

3 featured excerpts; 2-4 optimal.

Subtopic tags:
Doubt
