fTagOrder	excerpt	duration	kind	text
100	TG2015_S03_F02	4:34	Question	Inclining mind toward happiness, joy, lightness, exhilaration, the ...
130	Kathina2021_S02_F02	6:22	Question	Early on in practice, I learned that practicing sīla (virtue) leads...
150	BIA2013_S01_F07	8:50	Question	I find I do need some pleasures even thought they don't last, thing...
160	TG2015_S01_F07	3:24	Teaching	The difference between pīti and sukha.

4 featured excerpts; 4-5 optimal.

Subtopic tags:
Happiness
