fTagOrder	excerpt	duration	kind	text
70	Chah2001_S26_F17	1:22	Indirect quote	Look at others 10% of the time and look at yourself 90%; that's abo...
80	UD2018-1_S02_F16	5:59	Question	Can you speak about regret?
90T	TG2011_S05_F23	1:12	Question	How does one overcome the threefold conceit (māna)? By seeing anicc...
90	Teen2017_S00_F15	4:07	Question	What are the biggest misconceptions about being ordained?
100T	TG2012_S02_F08	3:07	Question	Please speak about antidotes to the judging mind.
110	TG2016_S03_F07	3:11	Question	Would you have some suggestions on working with shame? As an emotio...
120	TG2016_S03_F06	5:00	Question	Please talk about fixed views and the nine conceits.
140	TG2015_S06_F05	7:34	Question	Competitiveness feels so pervasive here in America. What are your t...
150T	WR2025_S04_F03	7:01	Question	What is the difference between the fetter of self-view and the one ...
150	WR2025_S50_F05	2:53	Reflection	on "Passion is a maker of measurement; aversion is a maker of measu...
200	TG2015_S01_F10	8:00	Question	What is the best approach to deal with guilt?

8 featured excerpts; 5-7 optimal.

Subtopic tags:
Conceit
Guilt/shame/inadequacy
Judgementalism
Perfectionism
Jealousy
Competitiveness
Selfishness
Self-pity
