fTagOrder	excerpt	duration	kind	text
70	Rishikesh2023_S03_F02	1:24	Comment	When I hear "renunciation," I have the feeling that I'm losing some...
110P	UD2017-4_S04_F03	7:06	Question	Can you speak about the relationship between renunciation and moder...
120	UD2017-4_S04_F08	4:46	Question	How does renuciation reinforce compassion?

3 featured excerpts; 2-3 optimal.

Subtopic tags:
Renunciation
