fTagOrder	excerpt	duration	kind	text
70	Teen2017_S00_F13	1:13	Question	What is the most important thing we can do to help the next generat...
100	Podcast2023_S00_F11	6:18	Question	As abbot of Wat Pah Nanachat, you were involved in a model reforest...
200	Teen2017_S00_F12	12:15	Question	Can you talk about your environmental work in Thailand? What qualit...

3 featured excerpts; 2-4 optimal.

Subtopic tags:
Environment
