fTagOrder	excerpt	duration	kind	text
100	Metta2008_S02_F03	2:27	Question	What is the definition of wholesome? The word for me connotes the 5...
120	SRD2023_S00_F02	6:43	Question	What is meant by skillful?

2 featured excerpts; 3-5 optimal.

Subtopic tags:
Skillful qualities
