fTagOrder	excerpt	duration	kind	text
80	TG2013_S04_F10	2:54	Question	Could you please explain again the differences between sañña, saṅkā...
120	TG2013_S02_F04	2:46	Question	Could you please talk about different places in the chain of depend...
200	TG2016_S03_F03	5:14	Question	Thank you for this opportunity to practice and your guidance. Can y...

3 featured excerpts; 2-4 optimal.

Subtopic tags:
Dependent origination
