fTagOrder	excerpt	duration	kind	text
70	Chah2001_S26_F07	5:48	Reflection	Wat Pah Pong: A place of dignity and surrender.
90	Teen2017_S00_F02	2:01	Story	Ajahn Pasanno's first visit to Wat Pah Pong.
150	Chah2001_S31_F02	2:58	Question	Why did Ajahn Chah found Wat Pah Pong? [Inaudible question removed]
170	Sunday2025-1_S00_F04	4:23	Recollection	Ajahn Chah's community in 1975.

4 featured excerpts; 3-5 optimal.
