fTagOrder	excerpt	duration	kind	text
100	TG2015_S04_F19	2:09	Question	If mind and consciousness are impermanent, what/who is aware? Also,...
120	TG2016_S01_F06	6:09	Question	Does the Buddha say all beings are inherently good? How about gener...
150	TG2016_S04_F07	2:41	Question	As I get deeper insights how conditioned the mind is, there is a se...

3 featured excerpts; 2-4 optimal.
