fTagOrder	excerpt	duration	kind	text
50	SRD2024_S03_F07	0:14	Quote	As long as we're willing to be a somebody, we've got to be willing ...
90	TG2016_S06_F05	2:45	Question	I am tangled up in self-identification and conceit. What should I d...
100	TG2014_S06_F02	4:48	Question	What is left once there is no self? Is it the same as enlightenment...
200	UD2015-2_S02_F10	1:12	Quote	One of the things I often attend to is the juxtaposition of stillne...
250	WR2025_S20_F03	8:15	Question	I have never come to the bottom of this self or not self, and I com...

5 featured excerpts; 4-6 optimal.
