fTagOrder	excerpt	duration	kind	text
80	TG2013_S02_F02	3:15	Question	Could you clarify the difference between perception (sañña), mental...
100	TG2015_S05_F07	2:35	Question	Could you talk about the role memory plays in perception?
150	TG2014_S05_F08	3:40	Question	Perception can be very slippery. I experience it as a veil, view, f...

3 featured excerpts; 3-4 optimal.
