fTagOrder	excerpt	duration	kind	text
80	Chah2001_S02_F09	2:10	Quote	If the tears don't come, we don't really accept truth.
90	WR2025_S20_F04	0:46	Question	What is the meaning of dukkha?
100	TG2014_S05_F17	2:33	Question	I've wondered for some time how to put together (a) birth, aging, a...
130	TG2013_S02_F11	5:26	Question	Thank you for your uplifting and encouraging talks. My husband died...
150	Anniversary2021_S12_F01	6:07	Question	When everything goes the way you want and you are about to retire, ...
180	UD2017-2_S02_F04	5:21	Question	When you go into your body to feel the underlying emotion behind a ...

6 featured excerpts; 4-6 optimal.
