4,11/01/2014,AN_01_11_2014_Winter_Retreat_Readings-Watch_Your_Mind_and_Escape_Maras_Snare_Pt2.mp3,25:45,AP,Watch Your Mind and Escape Mara's Snare Part 2,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/AN_01_11_2014_Winter_Retreat_Readings-Watch_Your_Mind_and_Escape_Maras_Snare_Pt2.mp3,2,,,,,1545
5,12/01/2014,AJ_01_12_2014_Winter_Retreat_Readings-Keeping_the_Breath_in_Mind_and_Lessons_in_Samadhi.mp3,41:09,AP,Keeping the Breath in Mind and Lessons in Samādhi,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/AJ_01_12_2014_Winter_Retreat_Readings-Keeping_the_Breath_in_Mind_and_Lessons_in_Samadhi.mp3,9,,,,,2469
6,13/01/2014,AAh_01_13_2014_Winter_Retreat_Readings-The_Peace_Beyond.mp3,25:37,AP,The Peace Beyond,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/AAh_01_13_2014_Winter_Retreat_Readings-The_Peace_Beyond.mp3,2,,,,,1537
8,17/01/2014,Cunda_01_17_2014_Winter_Retreat_Readings-Birth_and_Death.mp3,32:33,AP,Birth and Death,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Cunda_01_17_2014_Winter_Retreat_Readings-Birth_and_Death.mp3,2,,,,,1953
9,18/01/2014,Kaccana_01_18_2014_Winter_Retreat_Readings-Ajahn_Bprasert_short_interview_and_Not_Sure.mp3,37:34,AP,Not Sure,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Kaccana_01_18_2014_Winter_Retreat_Readings-Ajahn_Bprasert_short_interview_and_Not_Sure.mp3,5,,,,,2254
10,19/01/2014,Kovilo_01_19_2014_Winter_Retreat_Readings-Samma_Samadhi_Detachment_within_Activity.mp3,33:10,AP,Detachment within Activity,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Kovilo_01_19_2014_Winter_Retreat_Readings-Samma_Samadhi_Detachment_within_Activity.mp3,6,,,,,1990
11,20/01/2014,Pamutto_01_20_2014_Winter_Retreat_Readings-Direct_Route_to_the_End_of_All_Suffering-partial.mp3,38:04,AP,Direct Route to the End of All Suffering,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Pamutto_01_20_2014_Winter_Retreat_Readings-Direct_Route_to_the_End_of_All_Suffering-partial.mp3,6,,,,,2284
12,21/01/2014,Khemako_01_21_2014_Winter_Retreat_Readings-Unshakeable_Peace-partial.mp3,44:55,AP,Unshakeable Peace,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Khemako_01_21_2014_Winter_Retreat_Readings-Unshakeable_Peace-partial.mp3,11,,,,,2695
13,22/01/2014,Pesalo_01_22_2014_Winter_Retreat_Readings-Khandavimutti_and_Samangidhamma.mp3,48:37,AP,Khandavimutti and Samangidhamma,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Pesalo_01_22_2014_Winter_Retreat_Readings-Khandavimutti_and_Samangidhamma.mp3,20,,,,,2917
14,25/01/2014,Thitapanno_01_25_2014_Winter_Retreat_Readings-Visions_of_a_Samana_partial.mp3,37:31,AP,Visions of a Samaṇa,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Thitapanno_01_25_2014_Winter_Retreat_Readings-Visions_of_a_Samana_partial.mp3,17,,,,,2251
15,26/01/2014,Sudhiro_01_26_2014_Winter_Retreat_Readings-Unshakeable_Peace-continued.mp3,39:02,AP,Unshakeable Peace,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Sudhiro_01_26_2014_Winter_Retreat_Readings-Unshakeable_Peace-continued.mp3,12,Ajahn Chah,,,,2342
16,27/01/2014,Suhajjo_01_27_2014_Winter_Retreat_Readings-Higher_Training.mp3,40:26,AP,A Higher Training,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Suhajjo_01_27_2014_Winter_Retreat_Readings-Higher_Training.mp3,7,,,,,2426
17,28/01/2014,Anthony_01_28_2014_Winter_Retreat_Readings-Fearless_Warrior_Spirit_and_Blessing_of_a_Lifetime.mp3,38:57,AP,Fearless Warrior Spirit and Blessing of a Lifetime,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Anthony_01_28_2014_Winter_Retreat_Readings-Fearless_Warrior_Spirit_and_Blessing_of_a_Lifetime.mp3,10,,,,,2337
18,29/01/2014,JR_01_29_2014_Winter_Retreat_Readings-Spirit_of_a_Warrior_and_Kor_Patipada.mp3,41:37,AP,The Spirit of a Warrior and Kor Patipada,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/JR_01_29_2014_Winter_Retreat_Readings-Spirit_of_a_Warrior_and_Kor_Patipada.mp3,16,,,,,2497
19,01/02/2014,Debbie_02_01_2014_Winter_Retreat_Readings-Pure_and_Simple.mp3,37:24,AP,Pure and Simple,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Debbie_02_01_2014_Winter_Retreat_Readings-Pure_and_Simple.mp3,10,,,,,2244
20,02/02/2014,Beth_02_02_2014_Winter_Retreat_Readings-Ajahn_Dtun_Questions_and_Answers.mp3,31:50,AP,Ajahn Dtun Questions and Answers,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Beth_02_02_2014_Winter_Retreat_Readings-Ajahn_Dtun_Questions_and_Answers.mp3,6,,,,,1910
21,03/02/2014,AP_02_03_2014_Winter_Retreat_Readings-Kondanna_Knows.mp3,53:02,AP,Kondañña Knows,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/AP_02_03_2014_Winter_Retreat_Readings-Kondanna_Knows.mp3,11,,,,,3182
22,04/02/2014,AJ_02_04_2014_Winter_Retreat_Readings-Steps_Along_the_Path.mp3,31:43,AP,Steps Along the Path,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/AJ_02_04_2014_Winter_Retreat_Readings-Steps_Along_the_Path.mp3,2,,,,,1903
23,05/02/2014,AN_02_05_2014_Winter_Retreat_Readings-Looking_Within.mp3,32:51,AP,Looking Within,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/AN_02_05_2014_Winter_Retreat_Readings-Looking_Within.mp3,6,,,,,1971
24,06/02/2014,AAh_02_06_2014_Winter_Retreat_Readings-Gifts_He_Left_Behind.mp3,36:35,AP,Gifts He Left Behind,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/AAh_02_06_2014_Winter_Retreat_Readings-Gifts_He_Left_Behind.mp3,13,,,,,2195
26,10/02/2014,Cunda_02_10_2014_Winter_Retreat_Readings-Principle_of_the_Present.mp3,39:03,AP,The Principle of the Present,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Cunda_02_10_2014_Winter_Retreat_Readings-Principle_of_the_Present.mp3,2,,,,,2343
27,11/02/2014,Kaccana_02_11_2014_Winter_Retreat_Readings-In_the_Shape_of_a_Circle-partial.mp3,31:18,AP,In the Shape of a Circle,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Kaccana_02_11_2014_Winter_Retreat_Readings-In_the_Shape_of_a_Circle-partial.mp3,3,,,,,1878
28,12/02/2014,Thitapanno_02_12_2014_Winter_Retreat_Readings-Mindfulness_of_Death.mp3,26:50,AP,Mindfulness of Death,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Thitapanno_02_12_2014_Winter_Retreat_Readings-Mindfulness_of_Death.mp3,9,,,,,1610
29,13/02/2014,Kovilo_02_13_2014_Winter_Retreat Readings-Reflections_on_Wat_Pah_Pong_by_Ajahn_Toon.mp3,26:03,AP,Reflections about Wat Pah Pong,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Kovilo_02_13_2014_Winter_Retreat%20Readings-Reflections_on_Wat_Pah_Pong_by_Ajahn_Toon.mp3,8,,,,,1563
30,16/02/2014,Pamutto_02_16_2014_Winter_Retreat_Readings-Ordination_Going_Forth-partial.mp3,20:08,AP,Ordination: Going Forth,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Pamutto_02_16_2014_Winter_Retreat_Readings-Ordination_Going_Forth-partial.mp3,3,,,,,1208
31,17/02/2014,Khemako_02_17_2014_Winter_Retreat_Readings-Breath_Meditation_Condensed.mp3,56:41,AP,Breath Meditation Condensed,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Khemako_02_17_2014_Winter_Retreat_Readings-Breath_Meditation_Condensed.mp3,31,,,,,3401
32,18/02/2014,Pesalo_02_18_2014_Winter_Retreat_Readings-Venerable_Father.mp3,55:22,AP,Venerable Father,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Pesalo_02_18_2014_Winter_Retreat_Readings-Venerable_Father.mp3,11,,,,,3322
33,19/02/2014,Sudhiro_02_19_2014_Winter_Retreat_Readings-From_the_Darkness_to_the_Light.mp3,42:02,AP,From the Darkness to the Light,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Sudhiro_02_19_2014_Winter_Retreat_Readings-From_the_Darkness_to_the_Light.mp3,4,,,,,2522
34,20/02/2014,Suhajjo_02_20_2014_Winter_Retreat_Readings - The Skill of Release.mp3,37:54,AP,The Skill of Release,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Suhajjo_02_20_2014_Winter_Retreat_Readings%20-%20The%20Skill%20of%20Release.mp3,4,,,,,2274
35,21/02/2014,Anthony_02_21_2014_Winter_Retreat_Readings-River_and_Ocean_and_Collected_Teachings.mp3,50:47,AP,River and Ocean and Collected Teachings,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Anthony_02_21_2014_Winter_Retreat_Readings-River_and_Ocean_and_Collected_Teachings.mp3,24,,,,,3047
36,24/02/2014,JR_02_24_2014_Winter_Retreat_Readings-The_Middleness_of_the_Middle_Way_and_Peace.mp3,28:53,AP,The Middleness of the Middle Way,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/JR_02_24_2014_Winter_Retreat_Readings-The_Middleness_of_the_Middle_Way_and_Peace.mp3,4,,,,,1733
37,25/02/2014,Debbie_02_25_2014_Winter_Retreat_Readings-Paticca-Samuppada.mp3,44:22,AP,Paticca-Samuppada: Practical Dependent Origination,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Debbie_02_25_2014_Winter_Retreat_Readings-Paticca-Samuppada.mp3,14,,,,,2662
38,26/02/2014,Beth_02_26_2014_Winter_Retreat_Readings-Following_the_Footsteps_of_Enlightened_Beings.mp3,45:23,AP,Following the Footsteps of Enlightened Beings,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Beth_02_26_2014_Winter_Retreat_Readings-Following_the_Footsteps_of_Enlightened_Beings.mp3,15,,,,,2723
39,27/02/2014,AP_02_27_2014_Winter_Retreat_Readings-Luang_Por_Koon_Interview.mp3,37:13,AP,Interview with Luang Por Koon,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/AP_02_27_2014_Winter_Retreat_Readings-Luang_Por_Koon_Interview.mp3,7,,,,,2233
40,02/03/2014,AJ_03_02_2014_Winter_Retreat_Readings-Chao_Khun_Upali.mp3,43:56,AP,The Natural Character of Awakening,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/AJ_03_02_2014_Winter_Retreat_Readings-Chao_Khun_Upali.mp3,16,,,,,2636
41,03/03/2014,AAh_03_03_2014_Winter_Retreat_Readings-Right_Practice_Steady_Practice.mp3,54:12,AP,Steady Practice,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/AAh_03_03_2014_Winter_Retreat_Readings-Right_Practice_Steady_Practice.mp3,16,,,,,3252
42,04/03/2014,AN_03_04_2014_Winter_Retreat_Readings-Dhamma-Truth_of_Samatha-Vipassana_for_the_Nuclear_Age.mp3,45:14,AP,The Dhamma-Truth of Samatha-Vipassana for the Nuclear Age,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/AN_03_04_2014_Winter_Retreat_Readings-Dhamma-Truth_of_Samatha-Vipassana_for_the_Nuclear_Age.mp3,12,,,,,2714
43,05/03/2014,Kassapo_03_05_2014_Winter_Retreat_Readings-Straightening_Out_Your_Views.mp3,34:37,AP,Straightening Out Your Views,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Kassapo_03_05_2014_Winter_Retreat_Readings-Straightening_Out_Your_Views.mp3,10,,,,,2077
44,06/03/2014,Cunda_03_06_2014_Winter_Retreat_Readings-Ajahn_Chah_The_Tudong_Years.mp3,44:29,AP,Ajahn Chah: The Tudong Years,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Cunda_03_06_2014_Winter_Retreat_Readings-Ajahn_Chah_The_Tudong_Years.mp3,8,,,,,2669
45,07/03/2014,Kaccana_03_07_2014_Winter_Retreat_Readings-Ajahn Chah_A_Simple_Monk.mp3,48:03,AP,Ajahn Chah: A Simple Monk,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Kaccana_03_07_2014_Winter_Retreat_Readings-Ajahn%20Chah_A_Simple_Monk.mp3,12,,,,,2883
46,10/03/2014,Thitapanno_03_10_2014_Winter_Retreat_Readings-Maranussati_Keeping_the_End_in_Mind.mp3,51:47,AP,Maraṇussati: Keeping the End in Mind,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Thitapanno_03_10_2014_Winter_Retreat_Readings-Maranussati_Keeping_the_End_in_Mind.mp3,30,,,,,3107
47,11/03/2014,Kovilo_03_11_2014_Winter_Retreat_Readings-Meeting_Ajahn_Chah.mp3,41:00,AP,Meeting Ajahn Chah,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Kovilo_03_11_2014_Winter_Retreat_Readings-Meeting_Ajahn_Chah.mp3,22,,,,,2460
48,12/03/2104,Pamutto_03_12_2104_Winter_Retreat_Readings-Conversations_with_Ajahn_Piak.mp3,49:32,AP,Conversations with Ajahn Piak,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Pamutto_03_12_2104_Winter_Retreat_Readings-Conversations_with_Ajahn_Piak.mp3,18,,,,,2972
49,13/03/2014,Khemako_03_13_2014_Winter_Retreat_Readings-Singular_Quality_of_Ordinary_Monk.mp3,49:22,AP,The Singular Quality of an Ordinary Monk,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Khemako_03_13_2014_Winter_Retreat_Readings-Singular_Quality_of_Ordinary_Monk.mp3,12,,,,,2962
50,14/03/2014,Pesalo_03_14_2014_Winter_Retreat_Readings-Customs_of_the_Noble_Ones.mp3,45:55,AP,The Customs of the Noble Ones,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Pesalo_03_14_2014_Winter_Retreat_Readings-Customs_of_the_Noble_Ones.mp3,14,,,,,2755
51,17/03/2014,Sudhiro_03_17_2014_Winter_Retreat_Readings-Conversations_with_Ajahn_Wanchai.mp3,1:02:31,AP,Conversations with Ajahn Wanchai,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Sudhiro_03_17_2014_Winter_Retreat_Readings-Conversations_with_Ajahn_Wanchai.mp3,20,,,,,3751
52,18/03/2014,Suhajjo_03_18_2014_Winter_Retreat_Readings-Toilets_on_the_Path-pt1.mp3,56:15,AP,Toilets on the Path Part 1,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Suhajjo_03_18_2014_Winter_Retreat_Readings-Toilets_on_the_Path-pt1.mp3,28,,,,,3375
53,19/03/2014,Anthony_03_19_2014_Winter_Retreat_Readings-Toilets_on_the_Path-pt2.mp3,49:20,AP,Toilets on the Path Part 2,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Anthony_03_19_2014_Winter_Retreat_Readings-Toilets_on_the_Path-pt2.mp3,21,,,,,2960
54,21/03/2014,JR_03_21_2014_Winter_Retreat_Readings-Sotapattimagga.mp3,21:10,AP,Sotāpattimagga,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/JR_03_21_2014_Winter_Retreat_Readings-Sotapattimagga.mp3,3,,,,,1270
55,25/03/2014,Debbie_03_25_2014_Winter_Retreat_Readings-Twigs_and_Branches_of_Bodhinyana.mp3,41:01,AP,Training under Ajahn Chah,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Debbie_03_25_2014_Winter_Retreat_Readings-Twigs_and_Branches_of_Bodhinyana.mp3,17,,,,,2461
56,26/03/2014,Beth_03_26_2014_Winter_Retreat_Readings-Beauty_Comes_from_Within_and_Untitled_Ajahn_Liem.mp3,26:49,AP,The Beauty Comes from Within,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/Beth_03_26_2014_Winter_Retreat_Readings-Beauty_Comes_from_Within_and_Untitled_Ajahn_Liem.mp3,4,,,,,1609
57,27/03/2014,AP_03_27_2014_Winter_Retreat_Readings-Source_and_Stream.mp3,39:15,AP,Source and Stream,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/AP_03_27_2014_Winter_Retreat_Readings-Source_and_Stream.mp3,17,,,,,2355
58,28/03/2014,AJ_03_28_2014_Winter_Retreat_Readings-Discernment_vs_Self-Deception_and_Awareness_Right_at_Awareness.mp3,37:26,AP,Discernment versus Self-Deception and Awareness Right at Awareness,https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Audio/AJ_03_28_2014_Winter_Retreat_Readings-Discernment_vs_Self-Deception_and_Awareness_Right_at_Awareness.mp3,14,,,,,2246
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
<---->,,,,,,,,,,,,
