Modified:,2026,,,,,,,,,,,,,,,,,,
Key,Value,,,,,,,,,,,,,,,,,,
Title,2021 Abhayagiri Online Thanksgiving Retreat,,,,,,,,,,,,,,,,,,
Subtitle,,,,,,,,,,,,,,,,,,,
Code,TG2021,,,,,,,,,,,,,,,,,,
Series,Thanksgiving Retreats,,,,,,,,,,,,,,,,,,
Venue,Abhayagiri Buddhist Monastery,,,,,,,,,,,,,,,,,,
Teachers,AP;AA;AKd;ANy;ACu,,,,,,,,,,,,,,,,,,
Start date,19/11/2021,,,,,,,,,,,,,,,,,,
End date,28/11/2021,,,,,,,,,,,,,,,,,,
Format,Multiday event,,,,,,,,,,,,,,,,,,
Medium,Online,,,,,,,,,,,,,,,,,,
Tags,,,,,,,,,,,,,,,,,,,
Website,https://www.abhayagiri.org/talks/collections/2/143-2021-abhayagiri-online-thanksgiving-retreat,,,,,,,,,,,,,,,,,,
Description,"Due to COVID restrictions, the 2021 Thanksgiving Retreat took place at the monastery itself while retreatants particpated via Zoom and Youtube.",,,,,,,,,,,,,,,,,,
Sessions,4,,,,,,,,,,,,,,,,,,
Excerpts,0,,,,,,,,,,,,,,,,,,
Tags applied,50,,,,,,,,,,,,,,,,,,
Invalid tags,0,,,,,,,,,,,,,,,,,,
Duration,3:02:49,,,,,,,,,,,,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,
Session #,Date,Filename,Duration,Teachers,Session title,Remote mp3 URL,Excerpts,Tags,Tags 2,Tags 3,Exclude?,Seconds,,,,,,,
1,20/11/2021,2021 Thanksgiving Retreat- Day 1 QA.mp3,40:58,AKd,,https://www.abhayagiri.org/media/2021%20Thanksgiving%20Retreat/2021%20Thanksgiving%20Retreat-%20Day%201%20Q%26A.mp3,5,,,,,2458,,,,,,,
2,21/11/2021,20211121_0019 T-giving Day 2 qa.mp3,25:49,ANy,,https://www.abhayagiri.org/media/2021%20Thanksgiving%20Retreat/20211121_0019%20T-giving%20Day%202%20q%26a.mp3,0,,,,,1549,,,,,,,
3,22/11/2021,20211122_0023 T-giving Day 3 LPP qa.mp3,51:39,AP,,https://www.abhayagiri.org/media/2021%20Thanksgiving%20Retreat/20211122_0023%20T-giving%20Day%203%20LPP%20q%26a.mp3,0,,,,,3099,,,,,,,
4,23/11/2021,2021 Thanksgiving Retreat- Day 4 QA.mp3,47:41,ACu,,https://www.abhayagiri.org/media/2021%20Thanksgiving%20Retreat/2021%20Thanksgiving%20Retreat-%20Day%204%20Q%26A.mp3,0,,,,,2861,,,,,,,
5,24/11/2021,2021 Thanksgiving Retreat- Day 5 QA.mp3,44:24,AKd,,https://www.abhayagiri.org/media/2021%20Thanksgiving%20Retreat/2021%20Thanksgiving%20Retreat-%20Day%205%20Q%26A.mp3,0,,,,,2664,,,,,,,
6,25/11/2021,20211125_0032 T-giving Day 6 qa.mp3,41:37,ANy,,https://www.abhayagiri.org/media/2021%20Thanksgiving%20Retreat/20211125_0032%20T-giving%20Day%206%20q%26a.mp3,0,,,,,2497,,,,,,,
7,26/11/2021,20211126_0035 T-giving Day 7 LPP qa.mp3,49:38,AP,,https://www.abhayagiri.org/media/2021%20Thanksgiving%20Retreat/20211126_0035%20T-giving%20Day%207%20LPP%20q%26a.mp3,0,,,,,2978,,,,,,,
8,27/11/2021,2021 Thanksgiving Retreat- Day 8 QA.mp3,47:10,AKd,,https://www.abhayagiri.org/media/2021%20Thanksgiving%20Retreat/2021%20Thanksgiving%20Retreat-%20Day%208%20Q%26A.mp3,0,,,,,2830,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,
